Datetime,Open,High,Low,Close,Adj Close,Volume,rsi,mom,adx,macd,macd sig,cci
2021-01-22 18:30:00+00:00,0.004632068797945976,0.004666686989367008,0.0045979442074894905,0.004603952169418335,0.004603952169418335,786847.0,62.55210530647896,5.458341911435127e-05,43.43649082180449,7.123732424334488e-05,7.146425055807444e-05,41.62610991230839
2021-01-22 19:00:00+00:00,0.004603767767548561,0.004606039263308048,0.0045697735622525215,0.004601559601724148,0.004601559601724148,164919.0,62.25328021705738,7.555261254310608e-05,42.21284661557138,6.62790061347401e-05,7.042720167340757e-05,-5.568644168752831
2021-01-22 19:30:00+00:00,0.004592620301991701,0.004595864098519087,0.004576109349727631,0.004590092226862907,0.004590092226862907,62156.0,60.75517316463597,2.7478206902742386e-05,41.07660556692635,6.0724191318443574e-05,6.848659960241476e-05,-25.005993872715976
2021-01-22 20:00:00+00:00,0.0045889997854828835,0.0046122707426548,0.004579492378979921,0.004597806837409735,0.004597806837409735,139751.0,61.42767139662163,-4.073185846209526e-05,40.23072265976589,5.6295525379856416e-05,6.60483847579031e-05,-20.57532980540361
2021-01-22 20:30:00+00:00,0.004597690422087908,0.004602924920618534,0.00457416195422411,0.004588392097502947,0.004588392097502947,45544.0,60.07472824700643,-4.057353362441063e-05,39.3186612076892,5.143319503221784e-05,6.312534681276605e-05,-47.81034706666432
2021-01-22 21:00:00+00:00,0.004583851434290409,0.004605505149811506,0.004582781344652176,0.004604358226060867,0.004604358226060867,13768.0,61.61860363930089,-6.113015115261078e-05,38.50852647769254,4.831119495783687e-05,6.0162516441780214e-05,-45.232719689335305
2021-01-22 21:30:00+00:00,0.004606990609318018,0.004631827585399151,0.004579256288707256,0.004579256288707256,0.004579256288707256,90738.0,57.83220432141827,-8.943676948547363e-05,38.128436625496526,4.331219482624996e-05,5.6792452118674165e-05,-66.65146077946333
2021-01-22 22:00:00+00:00,0.004587163683027029,0.004632716067135334,0.004586924333125353,0.004630206618458033,0.004630206618458033,38402.0,62.82546811470808,-1.8612481653690338e-06,37.78801315714135,4.296642678502591e-05,5.402724705194451e-05,-4.685641232330005
2021-01-22 23:30:00+00:00,0.00459017138928175,0.004597046412527561,0.004570256918668747,0.004596433602273464,0.004596433602273464,22177.0,57.92874795065481,-6.567174568772316e-05,36.99254811822025,3.951173626751993e-05,5.1124144895059594e-05,-79.69777786290028
2021-01-23 01:30:00+00:00,0.00452458206564188,0.004577535204589367,0.0045219408348202705,0.004561109002679586,0.004561109002679586,290315.0,53.253449098241276,-7.07888975739479e-05,35.02568430447901,3.3536876934150105e-05,4.76066913028777e-05,-151.98394451945435
2021-01-23 02:30:00+00:00,0.0045204488560557365,0.004530665464699268,0.00450956029817462,0.004526597913354635,0.004526597913354635,3163.0,49.08539251099916,-7.735425606369972e-05,32.916975342062216,2.5720511334400946e-05,4.322945530918235e-05,-220.04714849241682
2021-01-23 03:00:00+00:00,0.004524095915257931,0.004547768272459507,0.004517397843301296,0.004547768272459507,0.004547768272459507,23159.0,51.58855011914636,-5.379132926464081e-05,31.303019979825795,2.09922705072434e-05,3.878201834879456e-05,-147.71353505458782
2021-01-23 03:30:00+00:00,0.004547944292426109,0.0045686024241149426,0.0045333984307944775,0.00456640962511301,0.00456640962511301,653716.0,53.74499522026317,-2.3682601749897003e-05,30.205928108079398,1.8535639637730014e-05,3.473274260658165e-05,-78.02846897456517
2021-01-23 04:00:00+00:00,0.004590124823153019,0.004629489965736866,0.004590124823153019,0.004622305743396282,0.004622305743396282,1332436.0,59.56164256169896,2.449890598654747e-05,30.176631610012766,2.0858646088625643e-05,3.1957923302990445e-05,86.10494786958776
2021-01-23 04:30:00+00:00,0.004625383298844099,0.004643579013645649,0.004621060565114021,0.004643579013645649,0.004643579013645649,1086825.0,61.543711094232634,5.51869161427021e-05,30.34723332914757,2.413797303057498e-05,3.039393324850735e-05,142.7653830158429
2021-01-23 05:00:00+00:00,0.004638247657567263,0.004638247657567263,0.004584399983286858,0.004594334866851568,0.004594334866851568,1169156.0,54.84258045880486,-1.0023359209299088e-05,29.563165241238096,2.25038616535932e-05,2.8815918929524523e-05,54.704570419884114
2021-01-23 05:30:00+00:00,0.0045990594662725925,0.00461672293022275,0.004586307797580957,0.004587776027619839,0.004587776027619839,253897.0,53.99922820831875,8.519738912582397e-06,28.835102016750728,2.0443908451961423e-05,2.7141516834011904e-05,28.7590383635961
2021-01-23 06:00:00+00:00,0.004598723258823156,0.004608528222888708,0.004583323374390602,0.004583323374390602,0.004583323374390602,33827.0,53.39888460972936,-4.6883244067430496e-05,28.079663617129963,1.8241808581092277e-05,2.536157518342798e-05,15.90381217181539
2021-01-23 06:30:00+00:00,0.004586285911500454,0.00460145203396678,0.004579691682010889,0.0045878649689257145,0.0045878649689257145,70230.0,53.961111137454374,-8.56863334774971e-06,27.276369559382463,1.6670925242544786e-05,2.362344519525134e-05,10.134403802109638
2021-01-23 07:00:00+00:00,0.0045813899487257,0.004597404971718788,0.00457771634683013,0.004597404971718788,0.004597404971718788,52971.0,55.184235612133214,3.6295969039201736e-05,26.47194655604458,1.601121999791552e-05,2.2101000155784176e-05,14.726510623903243
2021-01-23 07:30:00+00:00,0.004595399368554354,0.004618315026164055,0.0045805322006344795,0.004618315026164055,0.004618315026164055,548060.0,57.82879416686567,9.171711280941963e-05,26.168950752780095,1.6979931400202923e-05,2.1076786404667927e-05,52.56733112587785
2021-01-23 08:00:00+00:00,0.0046165273524820805,0.004714587703347206,0.0046165273524820805,0.0047071329317986965,0.0047071329317986965,709247.0,66.79251645956332,0.00015936465933918953,27.378808772549974,2.4630578886807725e-05,2.1787544901095887e-05,211.55978794136658
2021-01-23 08:30:00+00:00,0.004709735047072172,0.004777161404490471,0.004665371496230364,0.004666301421821117,0.004666301421821117,526651.0,60.432973130593815,9.9891796708107e-05,29.145053780059374,2.7086771091641877e-05,2.2847390139205084e-05,193.50841592884794
2021-01-23 09:00:00+00:00,0.00467287190258503,0.004702381324023008,0.00467287190258503,0.004692448768764734,0.004692448768764734,287044.0,62.870946065123825,7.014302536845207e-05,30.785138429889532,3.078828529786467e-05,2.4435569170937e-05,134.93081073105122
2021-01-23 09:30:00+00:00,0.0046803634613752365,0.004692726768553257,0.004648496862500906,0.004648496862500906,0.004648496862500906,21541.0,56.56202385661449,4.917848855257034e-06,31.58344838959996,2.9831333417900188e-05,2.551472202032964e-05,74.98828531447803
2021-01-23 10:00:00+00:00,0.004644178319722414,0.004644178319722414,0.004546960815787315,0.004546960815787315,0.004546960815787315,51686.0,45.26227536636902,-4.7374051064252853e-05,29.98954465902213,2.064188496023016e-05,2.4540154608309742e-05,-74.63160597067845
2021-01-23 10:30:00+00:00,0.004555901512503624,0.004560141358524561,0.004539814777672291,0.004556618165224791,0.004556618165224791,105595.0,46.35990482761693,-3.115786239504814e-05,28.375596650867497,1.397732632361752e-05,2.2427588951371298e-05,-121.62280946143801
2021-01-23 11:00:00+00:00,0.004556573927402496,0.0045915949158370495,0.004503416828811169,0.004506826400756836,0.004506826400756836,100929.0,41.71530124343031,-7.649697363376617e-05,26.48036749561479,4.624527647077888e-06,1.8866976690512617e-05,-129.70269686595455
2021-01-23 11:30:00+00:00,0.004506852012127638,0.00453706132248044,0.004467698745429516,0.004507573787122965,0.004507573787122965,244357.0,41.809540151282434,-8.029118180274963e-05,25.304687768447586,-2.696244228663283e-06,1.4554332506677438e-05,-153.21797363333997
2021-01-23 12:00:00+00:00,0.004507510457187891,0.004528543911874294,0.004503322299569845,0.00452166935428977,0.00452166935428977,9685.0,43.65973159174516,-7.573561742901802e-05,24.212985164649467,-7.276732571237683e-06,1.0188119491094412e-05,-111.97218791336307
