Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,wfef
1513846800,2017-12-21 09-AM,BTCUSD,16683,16933,16634.94,16680,1335.81,22381346.24,25103
1513850400,2017-12-21 10-AM,BTCUSD,16680,16688,16401,16593,1856.55,30636335.61,25102
1513854000,2017-12-21 11-AM,BTCUSD,16593,16726,16410.46,16566,1473.42,24434810.58,25101
1513857600,2017-12-21 12-PM,BTCUSD,16566,16775,16566,16590,1321.18,22024553.39,25100
1513861200,2017-12-21 01-PM,BTCUSD,16590,16665,16055,16115,2670.89,43538303.43,25099
1513864800,2017-12-21 02-PM,BTCUSD,16115,16287,15851,15858,3278.31,52784169.49,25098
1513868400,2017-12-21 03-PM,BTCUSD,15858,15960,15005,15351,8473.04,131271605.7,25097
1513872000,2017-12-21 04-PM,BTCUSD,15351,15825,15140,15561,4680.27,72570056.95,25096
1513875600,2017-12-21 05-PM,BTCUSD,15561,15668,14801,15303,5486.41,83350780.2,25095
1513879200,2017-12-21 06-PM,BTCUSD,15303,15490,15152,15259,2655.55,40586671.57,25094
1513882800,2017-12-21 07-PM,BTCUSD,15259,15458,14927,15387,3333.88,50618183.23,25093
1513886400,2017-12-21 08-PM,BTCUSD,15387,15427,14970,15150,1851.88,28140200.77,25092
1513890000,2017-12-21 09-PM,BTCUSD,15150,15678,15068,15539,2614.58,40205590.49,25091
1513893600,2017-12-21 10-PM,BTCUSD,15539,15666,15335,15423.83,1881.71,29196458.85,25090
1513897200,2017-12-21 11-PM,BTCUSD,15423.83,15839,15300,15645,2174.2,33641174.74,25089
1513900800,2017-12-22 12-AM,BTCUSD,15645,15842.43,14922,14954,3542.73,54482703.33,25088
1513904400,2017-12-22 01-AM,BTCUSD,14954,15110,14251,14485,6509.27,95259250.73,25087
1513908000,2017-12-22 02-AM,BTCUSD,14485,14790,13800,14083,5933.1,85084859.71,25086
1513911600,2017-12-22 03-AM,BTCUSD,14083,14344,13005,14045,12563.83,171174920.3,25085
1513915200,2017-12-22 04-AM,BTCUSD,14045,14999,13751,14490,7084.6,101033820.9,25084
1513918800,2017-12-22 05-AM,BTCUSD,14490,14615,13503,13858.28,3807.84,53541431.18,25083
1513922400,2017-12-22 06-AM,BTCUSD,13858.28,14161,13233,13250,3869.61,52784429.31,25082
1513926000,2017-12-22 07-AM,BTCUSD,13250,13275,12110,12803,13131.57,165685324.5,25081
1513929600,2017-12-22 08-AM,BTCUSD,12803,13379,12430,13065,6396.64,82488100.97,25080
1513933200,2017-12-22 09-AM,BTCUSD,13065,13713,13053,13480,5702.03,76325741.95,25079
1513936800,2017-12-22 10-AM,BTCUSD,13480,14270,13302,13754,5928.13,82009949.08,25078
1513940400,2017-12-22 11-AM,BTCUSD,13754,13784,13116,13489.39,5109.08,68444785.91,25077
1513944000,2017-12-22 12-PM,BTCUSD,13489.39,13557,13116,13280,3339.49,44808656.13,25076
1513947600,2017-12-22 01-PM,BTCUSD,13280,13333,11555,11686,14497.49,178818782.4,25075
1513951200,2017-12-22 02-PM,BTCUSD,11686,12185,10700,12036,17944.57,206758701.2,25074
1513954800,2017-12-22 03-PM,BTCUSD,12036,12890,11505,12619,10992.86,135398666.2,25073
1513958400,2017-12-22 04-PM,BTCUSD,12619,12670,11730,12471,8051.23,98684268.42,25072
1513962000,2017-12-22 05-PM,BTCUSD,12471,12890,12200,12629,4919.94,61787362.77,25071
1513965600,2017-12-22 06-PM,BTCUSD,12629,13210,12251,13158,5017.23,64321725.59,25070
1513969200,2017-12-22 07-PM,BTCUSD,13158,13342,12505,12970,4912.79,63633196.95,25069
1513972800,2017-12-22 08-PM,BTCUSD,12970,13749,12809,13748,4671.9,62499076.61,25068
1513976400,2017-12-22 09-PM,BTCUSD,13748,13894,13279,13471,4337.87,59102991.46,25067
1513980000,2017-12-22 10-PM,BTCUSD,13471,14459,13470,14417,5146.53,72100887.45,25066
1513983600,2017-12-22 11-PM,BTCUSD,14417,14429,12622,13173,6482.5,86978154.75,25065
1513987200,2017-12-23 12-AM,BTCUSD,13173,13679,12521,13212,3540.68,47121136.06,25064
1513990800,2017-12-23 01-AM,BTCUSD,13212,13637,13001,13449,2074.5,27700553.11,25063
1513994400,2017-12-23 02-AM,BTCUSD,13449,13922,13430,13572,2323.25,31789657.91,25062
1513998000,2017-12-23 03-AM,BTCUSD,13572,14187,13352,14020,1878.38,25902965.15,25061
