Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,wfef
1507690800,2017-10-11 03-AM,BTCUSD,4782.3,4785,4728.5,4734.8,1360.81,6468069.77,26813
1507694400,2017-10-11 04-AM,BTCUSD,4734.8,4756.6,4715,4750.2,1113.51,5277114.1,26812
1507698000,2017-10-11 05-AM,BTCUSD,4750.2,4769,4735.9,4757.5,730.74,3473554.42,26811
1507701600,2017-10-11 06-AM,BTCUSD,4757.5,4780,4757.3,4767,644.67,3074883.89,26810
1507705200,2017-10-11 07-AM,BTCUSD,4767,4812.8,4765,4799,1161.76,5566102.74,26809
1507708800,2017-10-11 08-AM,BTCUSD,4799,4828.7,4798.9,4814,980.35,4721235.68,26808
1507712400,2017-10-11 09-AM,BTCUSD,4814,4817.7,4788.9,4808.1,1097.64,5268258.89,26807
1507716000,2017-10-11 10-AM,BTCUSD,4808.1,4840,4804.1,4822.2,1204.6,5810322.98,26806
1507719600,2017-10-11 11-AM,BTCUSD,4822.2,4831.8,4792,4793.5,705.36,3393408.23,26805
1507723200,2017-10-11 12-PM,BTCUSD,4793.5,4805.95,4750.1,4761,1549.35,7405021.66,26804
1507726800,2017-10-11 01-PM,BTCUSD,4761,4782.7,4760,4779.8,891.84,4258094.21,26803
1507730400,2017-10-11 02-PM,BTCUSD,4779.8,4791.3,4767,4777.3,1050.96,5024437.74,26802
1507734000,2017-10-11 03-PM,BTCUSD,4777.3,4847.8,4777.2,4844,2322.74,11199127.25,26801
1507737600,2017-10-11 04-PM,BTCUSD,4844,4861.5,4834,4852.1,1515.3,7352072.45,26800
1507741200,2017-10-11 05-PM,BTCUSD,4852.1,4862.8,4820,4840,1056.08,5113622.09,26799
1507744800,2017-10-11 06-PM,BTCUSD,4840,4846.5,4820,4845.1,732.59,3542440.14,26798
1507748400,2017-10-11 07-PM,BTCUSD,4845.1,4881.4,4834.3,4840.7,1793.31,8722197.47,26797
1507752000,2017-10-11 08-PM,BTCUSD,4840.7,4850,4821.6,4829,647.69,3132671.9,26796
1507755600,2017-10-11 09-PM,BTCUSD,4829,4836.8,4784.6,4803.5,1713.23,8240699.31,26795
1507759200,2017-10-11 10-PM,BTCUSD,4803.5,4841.8,4789,4815,863.05,4158384.24,26794
1507762800,2017-10-11 11-PM,BTCUSD,4815,4826,4810.4,4824.9,274,1320925.54,26793
1507766400,2017-10-12 12-AM,BTCUSD,4824.9,4854.9,4815,4844,945.47,4571292.35,26792
1507770000,2017-10-12 01-AM,BTCUSD,4844,4860.6,4836.2,4842,1228.7,5956745.19,26791
1507773600,2017-10-12 02-AM,BTCUSD,4842,4871.3,4840.5,4861.4,1420.96,6907984.14,26790
1507777200,2017-10-12 03-AM,BTCUSD,4861.4,4874,4836.2,4859.9,583.25,2831804.12,26789
1507780800,2017-10-12 04-AM,BTCUSD,4859.9,4866,4847.8,4849.7,536.81,2606594.12,26788
1507784400,2017-10-12 05-AM,BTCUSD,4849.7,4919.3,4840.9,4910.3,2786.29,13623496.91,26787
1507788000,2017-10-12 06-AM,BTCUSD,4910.3,4920,4892.5,4908,1807.75,8873830.81,26786
1507791600,2017-10-12 07-AM,BTCUSD,4908,5070,4904.3,5052.1,5492.72,27372969.97,26785
1507795200,2017-10-12 08-AM,BTCUSD,5052.1,5219.1,5041,5139.2,11945.31,61316449.26,26784
1507798800,2017-10-12 09-AM,BTCUSD,5139.2,5225,5111,5161,5002.06,25873571.05,26783
1507802400,2017-10-12 10-AM,BTCUSD,5161,5220,5101.5,5192.8,4065.21,20975361.91,26782
1507806000,2017-10-12 11-AM,BTCUSD,5192.8,5269,5175,5187,5121.81,26771079.82,26781
1507809600,2017-10-12 12-PM,BTCUSD,5187,5250,5183,5218.9,2834.81,14797255.06,26780
1507813200,2017-10-12 01-PM,BTCUSD,5218.9,5221.5,5185,5195.1,2576.88,13409140.86,26779
1507816800,2017-10-12 02-PM,BTCUSD,5195.1,5230,5191.8,5216.9,1864.48,9718709.14,26778
1507820400,2017-10-12 03-PM,BTCUSD,5216.9,5333.7,5216.9,5333.5,4364.86,23049973.89,26777
1507824000,2017-10-12 04-PM,BTCUSD,5333.5,5419.8,5286,5378.2,7262.53,38901545.21,26776
