num,name,cagr,volality,shape_ratio,sortino_ratio,max_dd,calmar
0,backtest,-0.05477937196597393,0.2882120274332699,-0.04006700838442079,-0.0386006553605571,-52.055088316611766,-0.001052334627362313
1,benchmark,11.690130565744795,0.23343876139950567,0.45365776027319255,0.5051516145326208,-33.924960002653314,0.34458789530866046
2,price,8.376249521171442,0.38126608997158007,0.1908443922121115,0.2381586249267516,-52.88554487474709,0.15838447993699523
