Date,stock_price,portfolio_value,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2018-01-02,41.65999984741211,1000.0,0.0,1000.0,0.0,hold,,
2018-01-03,42.0,999.965641354698,8.180629833816411,656.3791883344088,343.58645302028924,buy,42.0,
2018-01-04,42.150001525878906,1001.1925304414657,8.077250973821172,660.7363895699964,340.4561408714693,sell,,42.150001525878906
2018-01-05,42.47999954223633,1003.8575241795336,7.849821162478712,670.397124790801,333.4603993887327,sell,,42.47999954223633
2018-01-08,43.18000030517578,1009.3513634151857,7.367390864223623,691.2274236496604,318.1239397655253,sell,,43.18000030517578
2018-01-09,43.27999877929688,1010.0879421224236,7.298473376915872,694.2100232787737,315.87791884364975,sell,,43.27999877929688
2018-01-10,43.22000122070313,1009.649872826059,7.339822817687072,692.4227216858791,317.22715114017996,buy,43.22000122070313,
2018-01-11,44.25,1017.2083108030395,6.629962708089529,723.8324609700778,293.37584983296165,sell,,44.25
2018-01-12,45.27999877929688,1024.0355571759108,5.920102598491976,755.9733187428818,268.062238433029,sell,,45.27999877929688
2018-01-16,44.16999816894531,1017.4608606901537,6.685098801162624,722.1800588835821,295.2808018065716,buy,44.16999816894531,
2018-01-17,44.38999938964844,1018.9312540627341,6.533477174245235,728.9102062857062,290.02104777702795,sell,,44.38999938964844
2018-01-18,44.41999816894531,1019.1272044839734,6.512802453859635,729.8285314088259,289.2986730751475,sell,,44.41999816894531
2018-01-19,44.68000030517578,1020.8201467250908,6.333612780405701,737.8343257636988,282.985820961392,sell,,44.68000030517578
2018-01-22,44.65999984741211,1020.6934100107371,6.347396803673977,737.2186697271932,283.4747402835439,buy,44.65999984741211,
2018-01-23,44.04999923706055,1016.8196422089314,6.767800311738643,718.6980436402661,298.1215985686654,buy,44.04999923706055,
2018-01-24,44.52000045776367,1020.0005166169235,6.767800311738643,718.6980436402661,301.3024729766575,hold,,
2018-01-25,43.959999084472656,1016.2102664784265,6.829827101929062,715.9710733305185,300.2391931479081,buy,43.959999084472656,
2018-01-26,44.77999877929688,1021.8107226177107,6.829827101929062,715.9710733305185,305.8396492871922,hold,,
2018-01-29,44.79999923706055,1021.9473222861959,6.829827101929062,715.9710733305185,305.9762489556774,hold,,
2018-01-30,44.27999877929688,1018.3958090667461,6.829827101929062,715.9710733305185,302.42473573622766,hold,,
2018-01-31,44.52000045776367,1020.0349790348471,6.829827101929062,715.9710733305185,304.0639057043286,hold,,
2018-02-01,44.72000122070313,1021.4009496659776,6.829827101929062,715.9710733305185,305.429876335459,hold,,
2018-02-02,43.02000045776367,1009.7902383819535,6.829827101929062,715.9710733305185,293.819165051435,hold,,
2018-02-05,41.810001373291016,1001.5261538415127,6.829827101929062,715.9710733305185,285.5550805109943,hold,,
2018-02-06,42.97999954223633,1009.5170390449829,6.829827101929062,715.9710733305185,293.5459657144644,hold,,
2018-02-07,41.709999084472656,1000.8431554990862,6.829827101929062,715.9710733305185,284.8720821685677,hold,,
2018-02-08,40.5099983215332,992.6473577660267,6.829827101929062,715.9710733305185,276.6762844355083,hold,,
2018-02-09,41.27999877929688,997.9063277609589,6.829827101929062,715.9710733305185,281.93525443044047,hold,,
2018-02-12,42.0,1002.8238116115391,6.829827101929062,715.9710733305185,286.8527382810206,hold,,
2018-02-13,42.709999084472656,1007.6729826010153,6.829827101929062,715.9710733305185,291.7019092704968,hold,,
2018-02-14,44.63000106811523,1020.7862641846549,6.829827101929062,715.9710733305185,304.8151908541364,hold,,
2018-02-15,45.29999923706055,1025.3622358371604,6.829827101929062,715.9710733305185,309.391162506642,hold,,
2018-02-16,44.040000915527344,1016.7566651523679,6.829827101929062,715.9710733305185,300.7855918218494,hold,,
