Datetime,stock_price,portfolio_value,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2021-02-22 05:30:00+00:00,156.6674346923828,1000.0,0.0,1000.0,0.0,hold,,
2021-02-22 06:00:00+00:00,156.74462890625,999.9768303049067,1.4781811188682905,768.2798793716711,231.69695093323563,buy,156.74462890625,
2021-02-22 06:30:00+00:00,156.69679260253906,999.9060737944612,1.481103291223416,767.8219385466875,232.08413524777365,buy,156.69679260253906,
2021-02-22 07:00:00+00:00,157.88723754882812,1001.668671639598,1.408382678582326,779.3030211066155,222.36565053298253,sell,,157.88723754882812
2021-02-22 07:30:00+00:00,161.7969970703125,1007.1731770865052,1.1695475198729834,817.9439004400249,189.22927664648034,sell,,161.7969970703125
2021-02-22 08:00:00+00:00,159.75735473632812,1004.7857279491965,1.2941429835762097,798.0368682424819,206.7488597067146,buy,159.75735473632812,
2021-02-22 08:30:00+00:00,157.23016357421875,1001.5127539457633,1.4485213024918675,773.7615126142266,227.75124133153673,buy,157.23016357421875,
2021-02-22 09:00:00+00:00,155.66844177246094,999.2490815584082,1.5439220739032642,758.9091380957808,240.33994346262742,buy,155.66844177246094,
2021-02-22 10:00:00+00:00,152.24957275390625,993.9674345083989,1.7527702447858946,727.1089136039868,266.8585209044121,buy,152.24957275390625,
2021-02-22 10:30:00+00:00,152.90750122070312,995.1203246742884,1.7125794225822908,733.2540845252357,261.86624014905266,sell,,152.90750122070312
2021-02-22 11:00:00+00:00,151.92056274414062,993.4291982336417,1.7728684522248788,724.0940253003046,269.33517293333716,buy,151.92056274414062,
2021-02-22 11:30:00+00:00,151.73333740234375,993.0970987940057,1.784305471299005,722.3584746885457,270.7386241054599,buy,151.73333740234375,
2021-02-22 12:00:00+00:00,147.02764892578125,984.696486700982,2.0717614767031005,680.0902676463204,304.6062190546616,buy,147.02764892578125,
2021-02-22 12:30:00+00:00,147.9745635986328,986.6578400691567,2.0139173778699213,688.6492949551522,298.0085451140045,sell,,147.9745635986328
2021-02-22 13:00:00+00:00,142.8530731201172,976.339112148801,2.3267734460099554,643.9523749319937,332.3867372168072,buy,142.8530731201172,
2021-02-22 13:30:00+00:00,140.60899353027344,971.1157198254207,2.463857351567718,624.6752174193188,346.4405024061019,buy,140.60899353027344,
2021-02-22 14:00:00+00:00,136.824951171875,961.7892164582463,2.6950128362630625,593.0442167289765,368.74499972926986,buy,136.824951171875,
2021-02-22 14:30:00+00:00,146.77890014648438,988.6107742263162,2.086956772949753,682.2895544394951,306.321219786821,sell,,146.77890014648438
2021-02-22 15:00:00+00:00,147.57855224609375,990.2792531436617,2.0381084908308686,689.498152746371,300.78110039729063,sell,,147.57855224609375
2021-02-22 15:30:00+00:00,149.02320861816406,993.2229619999454,1.9498588857060817,702.648734499387,290.5742275005583,sell,,149.02320861816406
2021-02-22 16:00:00+00:00,150.139892578125,995.3998260538036,1.8816441043774859,712.8899823523057,282.50984370149797,sell,,150.139892578125
2021-02-22 16:30:00+00:00,150.42318725585938,995.9327556557982,1.8643385056708652,715.4930155089606,280.4397401468376,sell,,150.42318725585938
2021-02-22 17:00:00+00:00,150.08868408203125,995.3088218208279,1.8847722735716808,712.4258314861561,282.8829903346718,buy,150.08868408203125,
2021-02-22 17:30:00+00:00,149.31088256835938,993.8421336652973,1.9322857707423875,705.3308398614689,288.5112938038284,buy,149.31088256835938,
