Date,stock_price,portfolio_value,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2018-01-02,129.92999267578122,1000.0,0.0,1000.0,0.0,hold,,
2018-01-03,129.32000732421878,999.9601808819633,3.079115046509658,601.769000515222,398.19118036674126,buy,129.32000732421878,
2018-01-04,126.73999786376952,992.0139759522663,3.241572039175616,581.1771426318937,410.8368333203726,buy,126.73999786376952,
2018-01-05,127.0,992.8566876468423,3.2252003297744523,583.2562457654868,409.60044188135544,sell,,127.0
2018-01-08,127.27999877929688,993.7596275994391,3.2075694798368755,585.5001881212917,408.25943947814744,sell,,127.27999877929688
2018-01-09,126.31999969482422,990.6796002457409,3.2680183140819814,577.8635278082251,412.81607243751586,buy,126.31999969482422,
2018-01-10,125.27999877929688,987.2800377940605,3.333504671282003,569.6585766450708,417.62146114898974,buy,125.27999877929688,
2018-01-11,125.0999984741211,986.6798641452542,3.3448388577282495,568.2405281472692,418.439335997985,buy,125.0999984741211,
2018-01-12,125.12000274658205,986.7467673329134,3.343579236787204,568.3981240426837,418.3486432902297,sell,,125.12000274658205
2018-01-16,124.93000030517578,986.1113296486747,3.3555432337039743,566.9033124380065,419.20801721066806,buy,124.93000030517578,
2018-01-17,125.5,988.0237630486279,3.319651723358298,571.4074717671615,416.61629128146643,sell,,125.5
2018-01-18,125.37999725341795,987.625300983437,3.3272080077906736,570.4599701050921,417.1653308783449,buy,125.37999725341795,
2018-01-19,125.9499969482422,989.5215825057135,3.2913164974449955,574.9802796968171,414.5413028088964,sell,,125.9499969482422
2018-01-22,127.31999969482422,994.0301459791356,3.205050718359418,585.9630894957182,408.0670564834173,sell,,127.31999969482422
2018-01-23,127.66999816894531,995.1517681568808,3.183012155937446,588.7766120366165,406.37515612026436,sell,,127.66999816894531
2018-01-24,126.62000274658205,991.8087828069696,3.2491278432033592,580.404206376564,411.40457643040554,buy,126.62000274658205,
2018-01-25,126.97000122070312,992.9458326825002,3.2270892807813887,583.2023027623693,409.74352992013087,sell,,126.97000122070312
2018-01-26,126.47000122070312,991.3318898665141,3.2585730786426703,579.2201486328253,412.11174123368886,buy,126.47000122070312,
2018-01-29,124.51000213623048,984.9435529576913,3.3819895086103386,563.852032015909,421.09152094178233,buy,124.51000213623048,
2018-01-30,125.75,989.1367217976447,3.3039098244276577,573.6700613758668,415.46666042177793,sell,,125.75
