Datetime,stock_price,portfolio_value,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2021-02-20 16:00:00+00:00,261.9202880859375,1000.0,0.0,1000.0,0.0,hold,,
2021-02-20 16:30:00+00:00,265.6669921875,999.9996533756739,0.013047323761910867,996.5334101157506,3.4662432599233575,buy,265.6669921875,
2021-02-20 17:00:00+00:00,266.1290283203125,1000.0055080971088,0.0,1000.0055080971088,0.0,sell,,266.1290283203125
2021-02-20 17:30:00+00:00,263.3724975585937,1000.003457979553,0.07784098851508237,979.502282421906,20.50117555764705,buy,263.3724975585937,
2021-02-20 18:00:00+00:00,265.38687133789057,1000.1595040203739,0.020957586959440277,994.5976355864162,5.56186843395763,sell,,265.38687133789057
2021-02-20 18:30:00+00:00,263.52163696289057,1000.1190251904686,0.07362947786617458,980.7160646544514,19.402960536017243,buy,263.52163696289057,
2021-02-20 19:00:00+00:00,260.93106079101557,999.9263735878311,0.14678411587813311,961.6258385244785,38.300535063352626,buy,260.93106079101557,
2021-02-20 19:30:00+00:00,261.21612548828125,999.9681114195779,0.13873424459279438,963.7284895745046,36.23962184507328,sell,,261.21612548828125
2021-02-20 20:00:00+00:00,259.79766845703125,999.7702822234444,0.17878970089752322,953.3211347861378,46.44914743730652,buy,259.79766845703125,
2021-02-20 20:30:00+00:00,256.97305297851557,999.2632203568994,0.25855331684409943,932.8219851697497,66.44123518714969,buy,256.97305297851557,
2021-02-20 21:00:00+00:00,255.68881225585938,998.9302483938692,0.29481867209830526,923.5484122942039,75.38183609966534,buy,255.68881225585938,
2021-02-20 21:30:00+00:00,257.6544189453125,999.5090308760078,0.23931239229771872,937.8491354921265,61.6598953838814,sell,,257.6544189453125
2021-02-20 22:00:00+00:00,254.53488159179688,998.7602446844281,0.32740423392692897,915.4244467691843,83.33579791524383,buy,254.53488159179688,
2021-02-20 22:30:00+00:00,255.35552978515625,999.0286324960146,0.3042301531289411,921.3417805671546,77.68685192885997,sell,,255.35552978515625
2021-02-20 23:00:00+00:00,255.1766662597656,998.9740879315541,0.3092810358613436,920.0527842630894,78.92130366846467,buy,255.1766662597656,
2021-02-20 23:30:00+00:00,256.04550170898443,999.2424881576545,0.2847462070963749,926.3345027019328,72.90798545572169,sell,,256.04550170898443
2021-02-21 00:00:00+00:00,255.05767822265625,998.960497685737,0.31264110953027835,919.218982171989,79.74151551374797,buy,255.05767822265625,
2021-02-21 00:30:00+00:00,254.64927673339844,998.8325209103986,0.3241738578951239,916.2818824615298,82.55063844886878,buy,254.64927673339844,
2021-02-21 01:00:00+00:00,254.53001403808597,998.7937733409827,0.32754168756893787,915.4245830060026,83.36919033498012,buy,254.53001403808597,
