Date,stock_price,portfolio_value,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2018-01-02,43.06499862670898,1000.0,0.0,1000.0,0.0,hold,,
2018-01-03,43.05749893188477,999.9568449197891,10.022663016051364,568.4060428115165,431.55080210827265,buy,43.05749893188477,
2018-01-04,43.25749969482422,1001.9613388655721,10.001254422082802,569.3320787544659,432.6292601111062,sell,,43.25749969482422
2018-01-05,43.75,1006.8868443988824,9.948535927873392,571.6383975544215,435.2484468444609,sell,,43.75
2018-01-08,43.587501525878906,1005.2701466736617,9.96593018078443,570.8801497119176,434.389996961744,buy,43.587501525878906,
2018-01-09,43.58250045776367,1005.2203040449062,9.966465507925761,570.856816483446,434.3634875614603,buy,43.58250045776367,
2018-01-10,43.5724983215332,1005.1206134340516,9.96753616220842,570.8101607364038,434.31045269764786,buy,43.5724983215332,
2018-01-11,43.81999969482422,1007.5875342759671,9.941042981234641,571.9710338720306,435.6165004039364,sell,,43.81999969482422
2018-01-12,44.272499084472656,1012.0857429367707,9.892606287485936,574.1153401310011,437.97040280576954,sell,,44.272499084472656
2018-01-16,44.04750061035156,1009.8598155311859,9.916690700491214,573.0543758486315,436.80543968255444,buy,44.04750061035156,
2018-01-17,44.775001525878906,1017.0740427553529,9.838817138993866,576.5409903440591,440.53305241129385,sell,,44.775001525878906
2018-01-18,44.81499862670898,1017.4675573229808,9.834535746868127,576.7328513327653,440.73470599021545,sell,,44.81499862670898
2018-01-19,44.6150016784668,1015.5005846736047,9.855943932501722,575.7776295821658,439.72295509143896,buy,44.6150016784668,
2018-01-22,44.25,1011.9029757074549,9.89501464711947,574.0485775724183,437.8543981350366,buy,44.25,
2018-01-23,44.2599983215332,1012.0019068770183,9.893944401171776,574.0959442878127,437.9059625892056,sell,,44.2599983215332
2018-01-24,43.55500030517578,1005.0263670133311,9.969409194700624,570.8087464957232,434.21762051760794,buy,43.55500030517578,
2018-01-25,42.77750015258789,997.2747938248949,10.052634802606372,567.2482070224904,430.02658680240444,buy,42.77750015258789,
2018-01-26,42.87749862670898,998.2800190178157,10.041930709789575,567.7071487993065,430.5728702185092,sell,,42.87749862670898
2018-01-29,41.9900016784668,989.3674372536261,10.136930656459812,563.7177019743771,425.64973527924906,buy,41.9900016784668,
2018-01-30,41.74250030517578,986.8584224060351,10.16342383743359,562.6116997703325,424.2467226357025,buy,41.74250030517578,
2018-01-31,41.85749816894531,988.0271686733333,10.151114171527771,563.1269258258548,424.9002428474785,sell,,41.85749816894531
2018-02-01,41.94499969482422,988.915387009057,10.141747784061849,563.5197793015985,425.39560770745845,sell,,41.94499969482422
2018-02-02,40.125,970.4566274321453,10.336565213339327,555.7019482469047,414.7546791852405,buy,40.125,
2018-02-05,39.122501373291016,960.0938151772407,10.443875234250353,551.5032919828012,408.59052319443947,buy,39.122501373291016,
2018-02-06,40.75749969482422,977.1691769980573,10.268860825852412,558.6360850221853,418.5330919758721,sell,,40.75749969482422
2018-02-07,39.8849983215332,968.2092093202948,10.362255607768596,554.9106617971463,413.29854752314844,buy,39.8849983215332,
2018-02-08,38.787498474121094,956.8361796995141,10.479734802690054,550.3534820309799,406.4826976685342,buy,38.787498474121094,
