,true_value,prediction
0,77.79855346679688,81.381836
1,77.50225830078125,82.48441
2,77.54048919677734,83.51326
3,75.20845031738281,84.31734
4,75.03641510009766,84.97228
5,73.03887939453125,85.54694
6,74.99818420410156,86.07868
