,true_value,prediction
0,162.53646850585938,157.40178
1,164.95140075683594,155.37602
2,169.4235076904297,153.83331
3,166.83963012695312,152.83511
4,168.11170959472656,151.94865
5,162.11907958984375,151.01347
6,161.70167541503906,150.00146
