,true_value,prediction
0,282.2314147949219,279.3005
1,283.3046875,280.36694
2,280.84014892578125,281.01422
3,272.3433837890625,281.43762
4,276.3184814453125,281.7977
5,269.1335144042969,282.12085
6,268.38818359375,282.39566
