,true_value,prediction
0,33.38026809692383,32.926506
1,34.384857177734375,32.952934
2,36.8714714050293,33.02836
3,38.54247283935547,33.12712
4,35.190521240234375,33.22152
5,34.31523513793945,33.29692
6,33.5195198059082,33.35083
