,true_value,prediction
0,68.1499252319336,68.23625
1,67.27570343017578,68.15229
2,66.21272277832031,67.874016
3,63.490699768066406,67.581764
4,66.21272277832031,67.276085
5,65.01066589355469,66.9714
6,66.82865142822266,66.674286
