,true_value,prediction
0,115.15637969970703,115.656715
1,115.67344665527344,115.293884
2,113.13783264160156,115.6431
3,110.3138656616211,115.94727
4,114.37083435058594,116.060326
5,111.74573516845703,115.95079
6,129.41543579101562,115.6347
