,true_value,prediction
0,16.45570945739746,16.191483
1,16.207107543945312,15.796434
2,16.417463302612305,15.426551
3,15.786391258239746,15.080237
4,16.015871047973633,14.76195
5,15.442168235778809,14.465568
6,16.006309509277344,14.185162
