,true_value,prediction
0,314.0899963378906,318.24222
1,315.3699951171875,315.40405
2,312.5199890136719,312.88443
3,290.1700134277344,310.54446
4,300.510009765625,308.46475
5,296.9800109863281,306.58752
6,292.55999755859375,304.85666
