,true_value,prediction
0,171.76841735839844,173.87807
1,171.8777618408203,174.21281
2,170.43650817871094,174.55328
3,161.94796752929688,175.03214
4,168.20999145507812,175.55838
5,165.69000244140625,176.08064
6,172.4600067138672,176.57742
