Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2021-02-20 18:30:00+00:00,170.8441162109375,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 19:00:00+00:00,169.80810546875,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 19:30:00+00:00,171.1248016357422,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 20:00:00+00:00,170.06857299804688,999.975,-0.024999999999977263,5.879834130268642,0.0,999.975,buy,170.06857299804688,
2021-02-20 20:30:00+00:00,170.03309631347656,999.7414088191601,-0.2335911808398805,0.0,999.7414088191601,0.0,sell,,170.03309631347656
2021-02-20 21:00:00+00:00,166.48382568359375,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-20 21:30:00+00:00,167.8852081298828,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-20 22:00:00+00:00,165.63221740722656,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-20 22:30:00+00:00,162.0474090576172,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-20 23:00:00+00:00,163.34805297851562,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-20 23:30:00+00:00,164.18858337402344,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 00:00:00+00:00,163.176025390625,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 01:00:00+00:00,163.88735961914062,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 01:30:00+00:00,165.5895538330078,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 02:00:00+00:00,166.8636932373047,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 02:30:00+00:00,166.54904174804688,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 03:00:00+00:00,166.20877075195312,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 03:30:00+00:00,164.7393798828125,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 04:00:00+00:00,163.6921844482422,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 04:30:00+00:00,164.5678253173828,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 05:00:00+00:00,165.0753173828125,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 05:30:00+00:00,164.76918029785156,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 06:00:00+00:00,163.5004425048828,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 06:30:00+00:00,163.75973510742188,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 07:00:00+00:00,162.7644805908203,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 07:30:00+00:00,162.3621368408203,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 08:00:00+00:00,163.09414672851562,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 08:30:00+00:00,164.75892639160156,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 09:00:00+00:00,165.30189514160156,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 09:30:00+00:00,166.31619262695312,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 10:00:00+00:00,167.3101043701172,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 10:30:00+00:00,167.2794647216797,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 11:00:00+00:00,166.89065551757812,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 11:30:00+00:00,166.4674072265625,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 12:00:00+00:00,165.84536743164062,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 12:30:00+00:00,163.9750518798828,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 13:00:00+00:00,163.94728088378906,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 13:30:00+00:00,164.51097106933594,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
2021-02-21 14:00:00+00:00,164.3666229248047,999.7414088191601,0.0,0.0,999.7414088191601,0.0,hold,,
