Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell,benchmark
2018-01-02,177.24000549316406,1000.0,0.0,0.0,1000.0,0.0,hold,,,2695.81005859375
2018-01-03,177.7899932861328,1000.0,0.0,0.0,1000.0,0.0,hold,,,2713.06005859375
2018-01-04,174.61000061035156,1000.0,0.0,0.0,1000.0,0.0,hold,,,2723.989990234375
2018-01-05,174.25999450683594,1000.0,0.0,0.0,1000.0,0.0,hold,,,2743.14990234375
2018-01-08,174.38999938964844,1000.0,0.0,0.0,1000.0,0.0,hold,,,2747.7099609375
2018-01-09,173.07000732421875,1000.0,0.0,0.0,1000.0,0.0,hold,,,2751.2900390625
2018-01-10,170.9600067138672,1000.0,0.0,0.0,1000.0,0.0,hold,,,2748.22998046875
2018-01-11,169.77000427246094,1000.0,0.0,0.0,1000.0,0.0,hold,,,2767.56005859375
2018-01-12,168.22999572753906,1000.0,0.0,0.0,1000.0,0.0,hold,,,2786.239990234375
2018-01-16,169.02999877929688,999.95,-0.049999999999954525,5.915813803593755,0.0,999.95,buy,169.02999877929688,,2776.419921875
2018-01-17,169.91000366210938,1005.1559450329721,5.205945032972068,5.915813803593755,0.0,1005.1559450329721,hold,,,2802.56005859375
2018-01-18,167.7899932861328,992.614358387008,-12.541586645964117,5.915813803593755,0.0,992.614358387008,hold,,,2798.030029296875
2018-01-19,168.6999969482422,997.9977706126355,5.383412225627467,5.915813803593755,0.0,997.9977706126355,hold,,,2810.300048828125
2018-01-22,170.10000610351562,1006.2799640985597,8.282193485924267,5.915813803593755,0.0,1006.2799640985597,hold,,,2832.969970703125
2018-01-23,172.69000244140625,1021.6019001855103,15.321936086950586,5.915813803593755,0.0,1021.6019001855103,hold,,,2839.1298828125
2018-01-24,171.8000030517578,1016.3368295110381,-5.265070674472213,5.915813803593755,0.0,1016.3368295110381,hold,,,2837.5400390625
2018-01-25,170.17999267578125,1006.7531497668708,-9.583679744167284,5.915813803593755,0.0,1006.7531497668708,hold,,,2839.25
2018-01-26,170.08999633789062,1006.2207481889046,-0.5324015779661977,5.915813803593755,0.0,1006.2207481889046,hold,,,2872.8701171875
2018-01-29,168.25,995.3356724546493,-10.885075734255338,5.915813803593755,0.0,995.3356724546493,hold,,,2853.530029296875
2018-01-30,166.8699951171875,987.1718205198803,-8.163851934769013,5.915813803593755,0.0,987.1718205198803,hold,,,2822.429931640625
2018-01-31,170.39999389648438,1008.0546360251138,20.882815505233566,5.915813803593755,0.0,1008.0546360251138,hold,,,2823.81005859375
2018-02-01,164.11000061035156,970.8442069184973,-37.210429106616516,5.915813803593755,0.0,970.8442069184973,hold,,,2821.97998046875
2018-02-02,163.9600067138672,969.9568709552202,-0.8873359632771098,5.915813803593755,0.0,969.9568709552202,hold,,,2762.1298828125
2018-02-05,159.02000427246094,940.7327363225623,-29.224134632657865,5.915813803593755,0.0,940.7327363225623,hold,,,2648.93994140625
2018-02-06,160.25,947.9143611096968,7.18162478713441,0.0,947.9143611096968,0.0,sell,,160.25,2695.139892578125
