Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell,benchmark
2018-01-02,154.55999755859375,1000.0,0.0,0.0,1000.0,0.0,hold,,,2695.81005859375
2018-01-03,155.74000549316406,999.95,-0.049999999999954525,6.420636732569597,0.0,999.95,buy,155.74000549316406,,2713.06005859375
2018-01-04,153.75999450683594,987.2370687302903,-12.71293126970977,6.420636732569597,0.0,987.2370687302903,hold,,,2723.989990234375
2018-01-05,156.8699951171875,1007.2052528874274,19.968184157137102,6.420636732569597,0.0,1007.2052528874274,hold,,,2743.14990234375
2018-01-08,155.8300018310547,1000.5278337928573,-6.677419094570041,6.420636732569597,0.0,1000.5278337928573,hold,,,2747.7099609375
2018-01-09,154.25999450683594,990.4473870965751,-10.080446696282252,6.420636732569597,0.0,990.4473870965751,hold,,,2751.2900390625
2018-01-10,153.77999877929688,987.3655088968613,-3.081878199713742,6.420636732569597,0.0,987.3655088968613,hold,,,2748.22998046875
2018-01-11,153.52999877929688,985.7603497137189,-1.6051591831424048,6.420636732569597,0.0,985.7603497137189,hold,,,2767.56005859375
2018-01-12,153.6999969482422,986.8518462017188,1.0914964879998479,6.420636732569597,0.0,986.8518462017188,hold,,,2786.239990234375
2018-01-16,152.5399932861328,979.403884078864,-7.447962122854733,6.420636732569597,0.0,979.403884078864,hold,,,2776.419921875
2018-01-17,156.5500030517578,1005.1507000779987,25.746815999134697,6.420636732569597,0.0,1005.1507000779987,hold,,,2802.56005859375
2018-01-18,155.1300048828125,996.0334076742869,-9.117292403711872,6.420636732569597,0.0,996.0334076742869,hold,,,2798.030029296875
2018-01-19,155.19000244140625,996.4186302028584,0.3852225285714894,6.420636732569597,0.0,996.4186302028584,hold,,,2810.300048828125
2018-01-22,153.05999755859375,982.7426426117198,-13.67598759113855,6.420636732569597,0.0,982.7426426117198,hold,,,2832.969970703125
2018-01-23,153.00999450683594,982.4215911808631,-0.32105143085675536,6.420636732569597,0.0,982.4215911808631,hold,,,2839.1298828125
2018-01-24,152.86000061035156,981.4585348594343,-0.9630563214287804,6.420636732569597,0.0,981.4585348594343,hold,,,2837.5400390625
2018-01-25,154.85000610351562,994.2356372268587,12.77710236742439,6.420636732569597,0.0,994.2356372268587,hold,,,2839.25
2018-01-26,153.49000549316406,985.5035673517184,-8.732069875140269,6.420636732569597,0.0,985.5035673517184,hold,,,2872.8701171875
2018-01-29,150.89999389648438,968.8740437562956,-16.629523595422825,6.420636732569597,0.0,968.8740437562956,hold,,,2853.530029296875
2018-01-30,149.91000366210938,962.421424324973,-6.452619431322546,0.0,962.421424324973,0.0,sell,,149.91000366210938,2822.429931640625
2018-01-31,150.3000030517578,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2823.81005859375
2018-02-01,147.99000549316406,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2821.97998046875
2018-02-02,146.1300048828125,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2762.1298828125
2018-02-05,140.9600067138672,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2648.93994140625
2018-02-06,142.41000366210938,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2695.139892578125
2018-02-07,142.6999969482422,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2681.659912109375
2018-02-08,138.0,962.421424324973,0.0,0.0,962.421424324973,0.0,hold,,,2581.0
