Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2021-02-21 07:00:00+00:00,15.182373046875,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-21 07:30:00+00:00,15.160534858703613,999.975,-0.024999999999977263,65.95908451250436,0.0,999.975,buy,15.160534858703613,
2021-02-21 08:00:00+00:00,15.249162673950195,1005.8208095560079,5.845809556007907,65.95908451250436,0.0,1005.8208095560079,hold,,
2021-02-21 08:30:00+00:00,15.41891098022461,1017.0172524354165,11.19644287940855,65.95908451250436,0.0,1017.0172524354165,hold,,
2021-02-21 09:00:00+00:00,15.60163688659668,1029.069685936436,12.052433501019436,65.95908451250436,0.0,1029.069685936436,hold,,
2021-02-21 09:30:00+00:00,16.015180587768555,1056.3202412053986,27.25055526896267,0.0,1056.3202412053986,0.0,sell,,16.015180587768555
2021-02-21 10:00:00+00:00,15.923070907592773,1056.3202412053986,0.0,0.0,1056.3202412053986,0.0,hold,,
2021-02-21 10:30:00+00:00,15.936287879943848,1056.3202412053986,0.0,0.0,1056.3202412053986,0.0,hold,,
2021-02-21 11:00:00+00:00,15.809288024902346,1056.2938331993685,-0.026408006030123943,66.81476303901378,0.0,1056.2938331993685,buy,15.809288024902346,
2021-02-21 11:30:00+00:00,15.7489595413208,1052.2366932893678,-4.057139910000615,0.0,1052.2366932893678,0.0,sell,,15.7489595413208
2021-02-21 12:00:00+00:00,15.686323165893555,1052.2366932893678,0.0,0.0,1052.2366932893678,0.0,hold,,
2021-02-21 12:30:00+00:00,15.614889144897461,1052.2366932893678,0.0,0.0,1052.2366932893678,0.0,hold,,
2021-02-21 13:00:00+00:00,15.649763107299805,1052.2366932893678,0.0,0.0,1052.2366932893678,0.0,hold,,
2021-02-21 13:30:00+00:00,15.706130981445312,1052.2366932893678,0.0,0.0,1052.2366932893678,0.0,hold,,
2021-02-21 14:00:00+00:00,15.663057327270508,1052.2103873720355,-0.026305917332365425,67.17784180870369,0.0,1052.2103873720355,buy,15.663057327270508,
2021-02-21 14:30:00+00:00,15.90412139892578,1068.377841329669,16.167453957633597,0.0,1068.377841329669,0.0,sell,,15.90412139892578
2021-02-21 15:00:00+00:00,16.076227188110348,1068.3511318836358,-0.026709446033237327,66.45533926478512,0.0,1068.3511318836358,buy,16.076227188110348,
