Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell,benchmark
2018-01-02,27.020000457763672,1000.0,0.0,0.0,1000.0,0.0,hold,,,2695.81005859375
2018-01-03,27.219999313354492,1000.0,0.0,0.0,1000.0,0.0,hold,,,2713.06005859375
2018-01-04,27.450000762939453,999.9499999999999,-0.05000000000006821,36.42804998934803,-1.1368683772161603e-13,999.95,buy,27.450000762939453,,2723.989990234375
2018-01-05,27.6299991607666,1006.5069906340499,6.556990634049953,36.42804998934803,-1.1368683772161603e-13,1006.50699063405,hold,,,2743.14990234375
2018-01-08,27.600000381469727,1005.4141936022039,-1.0927970318459757,36.42804998934803,-1.1368683772161603e-13,1005.414193602204,hold,,,2747.7099609375
2018-01-09,27.479999542236328,1001.0427970318459,-4.3713965703580016,36.42804998934803,-1.1368683772161603e-13,1001.042797031846,hold,,,2751.2900390625
2018-01-10,27.540000915527344,1003.1282072045148,2.085410172668844,0.0,1003.1282072045148,0.0,sell,,27.540000915527344,2748.22998046875
2018-01-11,27.719999313354492,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2767.56005859375
2018-01-12,28.09000015258789,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2786.239990234375
2018-01-16,28.06999969482422,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2776.419921875
2018-01-17,27.899999618530273,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2802.56005859375
2018-01-18,27.979999542236328,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2798.030029296875
2018-01-19,28.010000228881836,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2810.300048828125
2018-01-22,28.040000915527344,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2832.969970703125
2018-01-23,28.15999984741211,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2839.1298828125
2018-01-24,28.389999389648438,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2837.5400390625
2018-01-25,28.280000686645508,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2839.25
2018-01-26,28.600000381469727,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2872.8701171875
2018-01-29,28.059999465942383,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2853.530029296875
2018-01-30,27.959999084472656,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2822.429931640625
2018-01-31,27.8700008392334,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2823.81005859375
2018-02-01,28.059999465942383,1003.1282072045148,0.0,0.0,1003.1282072045148,0.0,hold,,,2821.97998046875
2018-02-02,27.43000030517578,1003.0780507941546,-0.0501564103601595,36.568648911202644,1.1368683772161603e-13,1003.0780507941545,buy,27.43000030517578,,2762.1298828125
2018-02-05,26.1299991607666,955.5387653600936,-47.53928543406096,36.568648911202644,1.1368683772161603e-13,955.5387653600935,hold,,,2648.93994140625
2018-02-06,26.389999389648438,965.0466224469059,9.507857086812237,36.568648911202644,1.1368683772161603e-13,965.0466224469058,hold,,,2695.139892578125
2018-02-07,26.139999389648438,955.9044602191052,-9.142162227800668,36.568648911202644,1.1368683772161603e-13,955.9044602191051,hold,,,2681.659912109375
2018-02-08,24.290000915527344,888.2525155327103,-67.65194468639493,36.568648911202644,1.1368683772161603e-13,888.2525155327102,hold,,,2581.0
2018-02-09,24.299999237060547,888.6181406425593,0.3656251098490202,36.568648911202644,1.1368683772161603e-13,888.6181406425592,hold,,,2619.550048828125
2018-02-12,24.600000381469727,899.5887771654177,10.970636522858399,36.568648911202644,1.1368683772161603e-13,899.5887771654176,hold,,,2656.0
2018-02-13,24.360000610351562,890.8123097966285,-8.776467368789213,36.568648911202644,1.1368683772161603e-13,890.8123097966284,hold,,,2662.93994140625
2018-02-14,24.8700008392334,909.4623291112414,18.650019314612905,36.568648911202644,1.1368683772161603e-13,909.4623291112413,hold,,,2698.6298828125
2018-02-15,25.469999313354492,931.403462658633,21.941133547391587,36.568648911202644,1.1368683772161603e-13,931.4034626586329,hold,,,2731.199951171875
2018-02-16,25.420000076293945,929.5750581127378,-1.8284045458951823,36.568648911202644,1.1368683772161603e-13,929.5750581127377,hold,,,2732.219970703125
2018-02-20,25.25,923.3583850078669,-6.2166731048708925,36.568648911202644,1.1368683772161603e-13,923.3583850078668,hold,,,2716.260009765625
2018-02-21,24.93000030517578,911.656428516148,-11.701956491718875,36.568648911202644,1.1368683772161603e-13,911.6564285161479,hold,,,2701.330078125
2018-02-22,25.0,914.2162227800662,2.5597942639182065,36.568648911202644,1.1368683772161603e-13,914.2162227800661,hold,,,2703.9599609375
2018-02-23,25.049999237060547,916.0446273259613,1.8284045458950686,36.568648911202644,1.1368683772161603e-13,916.0446273259612,hold,,,2747.300048828125
2018-02-26,25.020000457763672,914.9476124980893,-1.0970148278720444,36.568648911202644,1.1368683772161603e-13,914.9476124980891,hold,,,2779.60009765625
2018-02-27,24.799999237060547,906.9024650981606,-8.045147399928624,36.568648911202644,1.1368683772161603e-13,906.9024650981605,hold,,,2744.280029296875
2018-02-28,24.290000915527344,888.2525155327103,-18.649949565450356,36.568648911202644,1.1368683772161603e-13,888.2525155327102,hold,,,2713.830078125
2018-03-01,24.020000457763672,878.2911256905279,-9.96138984218237,0.0,878.2911256905279,0.0,sell,,24.020000457763672,2677.669921875
2018-03-02,24.010000228881836,878.2911256905279,0.0,0.0,878.2911256905279,0.0,hold,,,2691.25
2018-03-05,24.190000534057617,878.2911256905279,0.0,0.0,878.2911256905279,0.0,hold,,,2720.93994140625
2018-03-06,24.329999923706055,878.2911256905279,0.0,0.0,878.2911256905279,0.0,hold,,,2728.1201171875
2018-03-07,24.190000534057617,878.2472111342432,-0.04391455628467611,36.30620883607424,0.0,878.2472111342432,buy,24.190000534057617,,2726.800048828125
2018-03-08,24.360000610351562,884.3308274793792,6.083616345135965,0.0,884.3308274793792,0.0,sell,,24.360000610351562,2738.969970703125
2018-03-09,24.610000610351562,884.3308274793792,0.0,0.0,884.3308274793792,0.0,hold,,,2786.570068359375
2018-03-12,24.459999084472656,884.2866109380054,-0.04421654137377118,36.15235666543239,1.1368683772161603e-13,884.2866109380053,buy,24.459999084472656,,2783.02001953125
