Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell,bechmark,benchmark
2018-02-12,42.0,1005.9443989301753,17.244790361647574,23.951057117385126,0.0,1005.9443989301753,hold,,,2656.0,2656.0
2018-02-13,42.709999084472656,1022.949627555671,17.005228625495647,23.951057117385126,0.0,1022.949627555671,hold,,,2662.93994140625,2662.93994140625
2018-02-14,44.630001068115234,1068.828811160914,45.87918360524304,0.0,1068.828811160914,0.0,sell,,44.630001068115234,2698.6298828125,2698.6298828125
2018-02-15,45.29999923706055,1068.828811160914,0.0,0.0,1068.828811160914,0.0,hold,,,2731.199951171875,2731.199951171875
2018-02-16,44.040000915527344,1068.828811160914,0.0,0.0,1068.828811160914,0.0,hold,,,2732.219970703125,2732.219970703125
2018-02-20,41.7400016784668,1068.828811160914,0.0,0.0,1068.828811160914,0.0,hold,,,2716.260009765625,2716.260009765625
2018-02-21,41.400001525878906,1068.828811160914,0.0,0.0,1068.828811160914,0.0,hold,,,2701.330078125,2701.330078125
2018-02-22,42.209999084472656,1068.775369720356,-0.05344144055811739,25.320431009284597,0.0,1068.775369720356,buy,42.209999084472656,,2703.9599609375,2703.9599609375
2018-02-23,42.75,1082.3401808043518,13.564811083995892,0.0,1082.3401808043518,0.0,sell,,42.75,2747.300048828125,2747.300048828125
2018-02-26,43.349998474121094,1082.3401808043518,0.0,0.0,1082.3401808043518,0.0,hold,,,2779.60009765625,2779.60009765625
2018-02-27,42.33000183105469,1082.3401808043518,0.0,0.0,1082.3401808043518,0.0,hold,,,2744.280029296875,2744.280029296875
2018-02-28,40.81999969482422,1082.3401808043518,0.0,0.0,1082.3401808043518,0.0,hold,,,2713.830078125,2713.830078125
2018-03-01,40.150001525878906,1082.3401808043518,0.0,0.0,1082.3401808043518,0.0,hold,,,2677.669921875,2677.669921875
2018-03-02,39.70000076293945,1082.2860637953115,-0.05411700904028294,27.26161317371162,0.0,1082.2860637953115,buy,39.70000076293945,,2691.25,2691.25
2018-03-05,40.18000030517578,1095.371625639317,13.085561844005497,27.26161317371162,0.0,1095.371625639317,hold,,,2720.93994140625,2720.93994140625
2018-03-06,41.130001068115234,1121.2701789533032,25.898553313986213,27.26161317371162,0.0,1121.2701789533032,hold,,,2728.1201171875,2728.1201171875
2018-03-07,40.349998474121094,1100.0060499613435,-21.26412899195975,27.26161317371162,0.0,1100.0060499613435,hold,,,2726.800048828125,2726.800048828125
2018-03-08,39.209999084472656,1068.9278275824804,-31.078222378863074,27.26161317371162,0.0,1068.9278275824804,hold,,,2738.969970703125,2738.969970703125
2018-03-09,39.84000015258789,1086.102673000463,17.174845417982624,27.26161317371162,0.0,1086.102673000463,hold,,,2786.570068359375,2786.570068359375
2018-03-12,40.13999938964844,1094.2811361536162,8.178463153153189,27.26161317371162,0.0,1094.2811361536162,hold,,,2783.02001953125,2783.02001953125
2018-03-13,39.869998931884766,1086.920488117338,-7.360648036278235,27.26161317371162,0.0,1086.920488117338,hold,,,2765.31005859375,2765.31005859375
2018-03-14,40.310001373291016,1098.8057729039967,11.885284786658758,0.0,1098.8057729039967,0.0,sell,,40.310001373291016,2749.47998046875,2749.47998046875
2018-03-15,40.18000030517578,1098.8057729039967,0.0,0.0,1098.8057729039967,0.0,hold,,,2747.330078125,2747.330078125
2018-03-16,40.279998779296875,1098.8057729039967,0.0,0.0,1098.8057729039967,0.0,hold,,,2752.010009765625,2752.010009765625
2018-03-19,39.25,1098.8057729039967,0.0,0.0,1098.8057729039967,0.0,hold,,,2712.919921875,2712.919921875
2018-03-20,39.619998931884766,1098.8057729039967,0.0,0.0,1098.8057729039967,0.0,hold,,,2716.93994140625,2716.93994140625
2018-03-21,41.029998779296875,1098.8057729039967,0.0,0.0,1098.8057729039967,0.0,hold,,,2711.929931640625,2711.929931640625
2018-03-22,39.150001525878906,1098.7508326153516,-0.05494028864518441,28.065154273086197,0.0,1098.7508326153516,buy,39.150001525878906,,2643.68994140625,2643.68994140625
2018-03-23,38.939998626708984,1092.8570688523523,-5.893763762999242,28.065154273086197,0.0,1092.8570688523523,hold,,,2588.260009765625,2588.260009765625
2018-03-26,39.880001068115234,1119.1264585492577,26.269389696905364,0.0,1119.1264585492577,0.0,sell,,39.880001068115234,2658.550048828125,2658.550048828125
2018-03-27,39.2400016784668,1119.1264585492577,0.0,0.0,1119.1264585492577,0.0,hold,,,2612.6201171875,2612.6201171875
2018-03-28,38.790000915527344,1119.1264585492577,0.0,0.0,1119.1264585492577,0.0,hold,,,2605.0,2605.0
2018-03-29,39.72999954223633,1119.0705022263303,-0.05595632292738628,28.16688938132668,0.0,1119.0705022263303,buy,39.72999954223633,,2640.8701171875,2640.8701171875
2018-04-02,39.099998474121094,1101.2151992974277,-17.855302928902574,0.0,1101.2151992974277,0.0,sell,,39.099998474121094,2581.8798828125,2581.8798828125
2018-04-03,39.369998931884766,1101.160138537463,-0.05506075996481741,27.969524216716735,0.0,1101.160138537463,buy,39.369998931884766,,2614.449951171875,2614.449951171875
2018-04-04,39.380001068115234,1101.4398935289798,0.2797549915169384,27.969524216716735,0.0,1101.4398935289798,hold,,,2644.68994140625,2644.68994140625
2018-04-05,39.58000183105469,1107.0338197113767,5.593926182396899,27.969524216716735,0.0,1107.0338197113767,hold,,,2662.840087890625,2662.840087890625
2018-04-06,39.040000915527344,1091.9302510274856,-15.103568683891126,27.969524216716735,0.0,1091.9302510274856,hold,,,2604.469970703125,2604.469970703125
