Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell,benchmark
2018-01-02,1189.010009765625,1000.0,0.0,0.0,1000.0,0.0,hold,,,2695.81005859375
2018-01-03,1204.199951171875,999.95,-0.049999999999954525,0.8303853517240988,0.0,999.95,buy,1204.199951171875,,2713.06005859375
2018-01-04,1209.5899658203125,1004.3253466307199,4.375346630719832,0.0,1004.3253466307199,0.0,sell,,1209.5899658203125,2723.989990234375
2018-01-05,1229.1400146484375,1004.2751303633884,-0.05021626733150697,0.8170551103981708,0.0,1004.2751303633884,buy,1229.1400146484375,,2743.14990234375
2018-01-08,1246.8699951171875,1018.659625362489,14.384494999100639,0.0,1018.659625362489,0.0,sell,,1246.8699951171875,2747.7099609375
2018-01-09,1252.699951171875,1018.659625362489,0.0,0.0,1018.659625362489,0.0,hold,,,2751.2900390625
2018-01-10,1254.3299560546875,1018.659625362489,0.0,0.0,1018.659625362489,0.0,hold,,,2748.22998046875
2018-01-11,1276.6800537109375,1018.6086923812207,-0.050932981268260846,0.7978574502048666,0.0,1018.6086923812207,buy,1276.6800537109375,,2767.56005859375
2018-01-12,1305.199951171875,1041.3635050495086,22.754812668287855,0.7978574502048666,0.0,1041.3635050495086,hold,,,2786.239990234375
2018-01-16,1304.8599853515625,1041.0922607869572,-0.27124426255136314,0.7978574502048666,0.0,1041.0922607869572,hold,,,2776.419921875
2018-01-17,1295.0,1033.2253980153023,-7.866862771654951,0.7978574502048666,0.0,1033.2253980153023,hold,,,2802.56005859375
2018-01-18,1293.3199462890625,1031.8849546452866,-1.3404433700156915,0.7978574502048666,0.0,1031.8849546452866,hold,,,2798.030029296875
2018-01-19,1294.5799560546875,1032.8902628241212,1.005308178834639,0.7978574502048666,0.0,1032.8902628241212,hold,,,2810.300048828125
2018-01-22,1327.31005859375,1059.0042189808814,26.113956156760196,0.7978574502048666,0.0,1059.0042189808814,hold,,,2832.969970703125
2018-01-23,1362.5400390625,1087.1127213684456,28.108502387564158,0.7978574502048666,0.0,1087.1127213684456,hold,,,2839.1298828125
2018-01-24,1357.510009765625,1083.099475019185,-4.013246349260498,0.7978574502048666,0.0,1083.099475019185,hold,,,2837.5400390625
2018-01-25,1377.949951171875,1099.4076345519127,16.308159532727586,0.7978574502048666,0.0,1099.4076345519127,hold,,,2839.25
2018-01-26,1402.050048828125,1118.6360770176166,19.228442465703893,0.7978574502048666,0.0,1118.6360770176166,hold,,,2872.8701171875
2018-01-29,1417.6800537109375,1131.106592860107,12.470515842490386,0.7978574502048666,0.0,1131.106592860107,hold,,,2853.530029296875
2018-01-30,1437.8199462890625,1147.1753561998896,16.068763339782663,0.7978574502048666,0.0,1147.1753561998896,hold,,,2822.429931640625
2018-01-31,1450.8900146484375,1157.603407615104,10.42805141521444,0.7978574502048666,0.0,1157.603407615104,hold,,,2823.81005859375
2018-02-01,1390.0,1109.0218557847647,-48.58155183033932,0.7978574502048666,0.0,1109.0218557847647,hold,,,2821.97998046875
2018-02-02,1429.949951171875,1140.8962219625657,31.874366177800994,0.7978574502048666,0.0,1140.8962219625657,hold,,,2762.1298828125
2018-02-05,1390.0,1109.0218557847647,-31.874366177800994,0.7978574502048666,0.0,1109.0218557847647,hold,,,2648.93994140625
2018-02-06,1442.8399658203125,1151.1806161830714,42.15876039830664,0.7978574502048666,0.0,1151.1806161830714,hold,,,2695.139892578125
2018-02-07,1416.780029296875,1130.388501675981,-20.792114507090446,0.7978574502048666,0.0,1130.388501675981,hold,,,2681.659912109375
2018-02-08,1350.5,1077.5064865016725,-52.882015174308435,0.7978574502048666,0.0,1077.5064865016725,hold,,,2581.0
2018-02-09,1339.5999755859375,1068.8098208154977,-8.69666568617481,0.7978574502048666,0.0,1068.8098208154977,hold,,,2619.550048828125
2018-02-12,1386.22998046875,1105.9033162225774,37.09349540707967,0.0,1105.9033162225774,0.0,sell,,1386.22998046875,2656.0
2018-02-13,1414.510009765625,1105.9033162225774,0.0,0.0,1105.9033162225774,0.0,hold,,,2662.93994140625
2018-02-14,1451.050048828125,1105.8480210567661,-0.05529516581123062,0.762101915057895,0.0,1105.8480210567661,buy,1451.050048828125,,2698.6298828125
2018-02-15,1461.760009765625,1114.0101027974301,8.162081740664007,0.762101915057895,0.0,1114.0101027974301,hold,,,2731.199951171875
2018-02-16,1448.68994140625,1104.049378670813,-9.960724126617151,0.762101915057895,0.0,1104.049378670813,hold,,,2732.219970703125
2018-02-20,1468.3499755859375,1119.0323283692564,14.982949698443463,0.762101915057895,0.0,1119.0323283692564,hold,,,2716.260009765625
2018-02-21,1482.9200439453125,1130.1362053684604,11.103876999203976,0.762101915057895,0.0,1130.1362053684604,hold,,,2701.330078125
2018-02-22,1485.3399658203125,1131.9804324636884,1.8442270952280069,0.762101915057895,0.0,1131.9804324636884,hold,,,2703.9599609375
2018-02-23,1500.0,1143.1528725868425,11.172440123154047,0.762101915057895,0.0,1143.1528725868425,hold,,,2747.300048828125
2018-02-26,1521.949951171875,1159.8809724103558,16.728099823513276,0.762101915057895,0.0,1159.8809724103558,hold,,,2779.60009765625
2018-02-27,1511.97998046875,1152.282838644433,-7.598133765922739,0.762101915057895,0.0,1152.282838644433,hold,,,2744.280029296875
2018-02-28,1512.449951171875,1152.6410042173059,0.3581655728728492,0.762101915057895,0.0,1152.6410042173059,hold,,,2713.830078125
2018-03-01,1493.449951171875,1138.1610678312059,-14.479936386100007,0.762101915057895,0.0,1138.1610678312059,hold,,,2677.669921875
2018-03-02,1500.25,1143.343398065607,5.182330234401206,0.762101915057895,0.0,1143.343398065607,hold,,,2691.25
2018-03-05,1523.6099853515625,1161.146087637757,17.80268957215003,0.762101915057895,0.0,1161.146087637757,hold,,,2720.93994140625
2018-03-06,1537.6400146484375,1171.838399833224,10.692312195466911,0.762101915057895,0.0,1171.838399833224,hold,,,2728.1201171875
2018-03-07,1545.0,1177.447458764448,5.609058931223899,0.762101915057895,0.0,1177.447458764448,hold,,,2726.800048828125
2018-03-08,1551.8599853515625,1182.6754667381426,5.22800797369473,0.762101915057895,0.0,1182.6754667381426,hold,,,2738.969970703125
2018-03-09,1578.8900146484375,1203.2751038293623,20.59963709121962,0.762101915057895,0.0,1203.2751038293623,hold,,,2786.570068359375
2018-03-12,1598.3900146484375,1218.1360911729912,14.860987343628949,0.762101915057895,0.0,1218.1360911729912,hold,,,2783.02001953125
2018-03-13,1588.1800537109375,1210.3550603898561,-7.781030783135066,0.762101915057895,0.0,1210.3550603898561,hold,,,2765.31005859375
2018-03-14,1591.0,1212.504146857111,2.149086467254847,0.762101915057895,0.0,1212.504146857111,hold,,,2749.47998046875
2018-03-15,1582.3199462890625,1205.8890613012002,-6.6150855559108095,0.762101915057895,0.0,1205.8890613012002,hold,,,2747.330078125
2018-03-16,1571.6800537109375,1197.7803787914008,-8.108682509799337,0.762101915057895,0.0,1197.7803787914008,hold,,,2752.010009765625
2018-03-19,1544.9300537109375,1177.3941525636021,-20.386226227798716,0.762101915057895,0.0,1177.3941525636021,hold,,,2712.919921875
2018-03-20,1586.510009765625,1209.0823167009025,31.68816413730042,0.762101915057895,0.0,1209.0823167009025,hold,,,2716.93994140625
2018-03-21,1581.8599853515625,1205.5385241898796,-3.543792511022957,0.762101915057895,0.0,1205.5385241898796,hold,,,2711.929931640625
2018-03-22,1544.9200439453125,1177.38652410205,-28.152000087829492,0.762101915057895,0.0,1177.38652410205,hold,,,2643.68994140625
2018-03-23,1495.56005859375,1139.7691847383946,-37.61733936365545,0.762101915057895,0.0,1139.7691847383946,hold,,,2588.260009765625
2018-03-26,1555.8599853515625,1185.7238743983744,45.95468965997975,0.762101915057895,0.0,1185.7238743983744,hold,,,2658.550048828125
2018-03-27,1497.050048828125,1140.9047091494294,-44.819165248944955,0.762101915057895,0.0,1140.9047091494294,hold,,,2612.6201171875
2018-03-28,1431.4200439453125,1090.887956742979,-50.01675240645045,0.762101915057895,0.0,1090.887956742979,hold,,,2605.0
2018-03-29,1447.3399658203125,1103.0205596914884,12.13260294850943,0.762101915057895,0.0,1103.0205596914884,hold,,,2640.8701171875
2018-04-02,1371.989990234375,1045.5961989978798,-57.424360693608605,0.762101915057895,0.0,1045.5961989978798,hold,,,2581.8798828125
2018-04-03,1392.050048828125,1060.8840080683503,15.28780907047053,0.762101915057895,0.0,1060.8840080683503,hold,,,2614.449951171875
2018-04-04,1410.5699462890625,1074.9980573900066,14.114049321656239,0.762101915057895,0.0,1074.9980573900066,hold,,,2644.68994140625
2018-04-05,1451.75,1106.381455185299,31.383397795292467,0.762101915057895,0.0,1106.381455185299,hold,,,2662.840087890625
2018-04-06,1405.22998046875,1070.9284592120027,-35.45299597329631,0.762101915057895,0.0,1070.9284592120027,hold,,,2604.469970703125
2018-04-09,1406.0799560546875,1071.5762272337981,0.6477680217954003,0.762101915057895,0.0,1071.5762272337981,hold,,,2613.159912109375
2018-04-10,1436.219970703125,1094.5459901172455,22.9697628834474,0.762101915057895,0.0,1094.5459901172455,hold,,,2656.8701171875
2018-04-11,1427.050048828125,1087.5575750953767,-6.988415021868832,0.762101915057895,0.0,1087.5575750953767,hold,,,2642.18994140625
2018-04-12,1448.5,1103.904623961361,16.347048865984334,0.762101915057895,0.0,1103.904623961361,hold,,,2663.989990234375
2018-04-13,1430.7900390625,1090.4078288152916,-13.496795146069417,0.762101915057895,0.0,1090.4078288152916,hold,,,2656.300048828125
2018-04-16,1441.5,1098.5699105559556,8.162081740664007,0.762101915057895,0.0,1098.5699105559556,hold,,,2677.840087890625
2018-04-17,1503.8299560546875,1146.0716894307075,47.501778874751835,0.762101915057895,0.0,1146.0716894307075,hold,,,2706.389892578125
2018-04-18,1527.8399658203125,1164.2533268772638,18.18163744655635,0.0,1164.2533268772638,0.0,sell,,1527.8399658203125,2708.639892578125
2018-04-19,1556.9100341796875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2693.1298828125
2018-04-20,1527.489990234375,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2670.139892578125
2018-04-23,1517.8599853515625,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2670.2900390625
2018-04-24,1460.0899658203125,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2634.56005859375
2018-04-25,1460.1700439453125,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2639.39990234375
2018-04-26,1517.9599609375,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2666.93994140625
2018-04-27,1572.6199951171875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2669.909912109375
2018-04-30,1566.1300048828125,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2648.050048828125
2018-05-01,1582.260009765625,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2654.800048828125
2018-05-02,1569.6800537109375,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2635.669921875
2018-05-03,1572.0799560546875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2629.72998046875
2018-05-04,1580.949951171875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2663.419921875
2018-05-07,1600.1400146484375,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2672.6298828125
2018-05-08,1592.3900146484375,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2671.919921875
2018-05-09,1608.0,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2697.7900390625
2018-05-10,1609.0799560546875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2723.070068359375
2018-05-11,1602.9100341796875,1164.2533268772638,0.0,0.0,1164.2533268772638,0.0,hold,,,2727.719970703125
2018-05-14,1601.5400390625,1164.1951142109199,-0.05821266634393396,0.7269222659537189,0.0,1164.1951142109199,buy,1601.5400390625,,2730.1298828125
