Date,stock_price,portfolio_value,current_val,stock_owned,cash_in_hand,stock_value,sell_buy,marker_buy,marker_sell
2021-02-20 18:30:00+00:00,57147.77734375,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 19:30:00+00:00,57059.19140625,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 20:00:00+00:00,56942.3671875,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 20:30:00+00:00,56856.75,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 21:00:00+00:00,56633.30078125,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 21:30:00+00:00,56769.9375,1000.0,0.0,0.0,1000.0,0.0,hold,,
2021-02-20 22:00:00+00:00,56237.8984375,999.9749999999998,-0.025000000000204636,0.017781158752070408,0.0,999.9749999999998,buy,56237.8984375,
2021-02-20 22:30:00+00:00,55587.75,988.4146074204018,-11.560392579597988,0.017781158752070408,0.0,988.4146074204018,hold,,
2021-02-20 23:00:00+00:00,55896.8515625,993.9107913737273,5.496183953325499,0.017781158752070408,0.0,993.9107913737273,hold,,
2021-02-20 23:30:00+00:00,56101.3515625,997.5470383385257,3.6362469647983744,0.017781158752070408,0.0,997.5470383385257,hold,,
2021-02-21 00:00:00+00:00,55848.625,993.0532672098482,-4.493771128677508,0.017781158752070408,0.0,993.0532672098482,hold,,
2021-02-21 00:30:00+00:00,55873.20703125,993.4655269508474,0.412259740999275,0.0,993.4655269508474,0.0,sell,,55873.20703125
2021-02-21 01:00:00+00:00,55992.6953125,993.4655269508474,0.0,0.0,993.4655269508474,0.0,hold,,
2021-02-21 01:30:00+00:00,56276.6015625,993.4655269508474,0.0,0.0,993.4655269508474,0.0,hold,,
2021-02-21 02:00:00+00:00,56600.99609375,993.4655269508474,0.0,0.0,993.4655269508474,0.0,hold,,
2021-02-21 02:30:00+00:00,56505.6796875,993.4655269508474,0.0,0.0,993.4655269508474,0.0,hold,,
2021-02-21 03:00:00+00:00,56693.47265625,993.4655269508474,0.0,0.0,993.4655269508474,0.0,hold,,
2021-02-21 03:30:00+00:00,56596.421875,993.4406903126736,-0.024836638173837855,0.017553065324638486,0.0,993.4406903126736,buy,56596.421875,
2021-02-21 04:00:00+00:00,56507.95703125,991.8878611313959,-1.5528291812777297,0.017553065324638486,0.0,991.8878611313959,hold,,
2021-02-21 04:30:00+00:00,56704.46484375,995.3371756010102,3.4493144696143645,0.017553065324638486,0.0,995.3371756010102,hold,,
2021-02-21 05:00:00+00:00,56876.25,998.3525316704697,3.0153560694594717,0.017553065324638486,0.0,998.3525316704697,hold,,
2021-02-21 05:30:00+00:00,56664.5,994.6356700879775,-3.7168615824922426,0.017553065324638486,0.0,994.6356700879775,hold,,
2021-02-21 06:30:00+00:00,56525.94140625,992.2035420405937,-2.4321280473837987,0.017553065324638486,0.0,992.2035420405937,hold,,
2021-02-21 07:00:00+00:00,56162.20703125,985.8188887954021,-6.384653245191544,0.017553065324638486,0.0,985.8188887954021,hold,,
2021-02-21 07:30:00+00:00,56279.4296875,987.8518088254425,2.0329200300403727,0.0,987.8518088254425,0.0,sell,,56279.4296875
2021-02-21 08:00:00+00:00,56157.68359375,987.8518088254425,0.0,0.0,987.8518088254425,0.0,hold,,
2021-02-21 08:30:00+00:00,56552.12109375,987.8518088254425,0.0,0.0,987.8518088254425,0.0,hold,,
2021-02-21 09:00:00+00:00,56517.15234375,987.8518088254425,0.0,0.0,987.8518088254425,0.0,hold,,
2021-02-21 09:30:00+00:00,56702.17578125,987.8518088254425,0.0,0.0,987.8518088254425,0.0,hold,,
2021-02-21 10:00:00+00:00,57627.98828125,987.8518088254425,0.0,0.0,987.8518088254425,0.0,hold,,
2021-02-21 10:30:00+00:00,57598.328125,987.8271125302218,-0.02469629522067862,0.0171502740563309,0.0,987.8271125302218,buy,57598.328125,
2021-02-21 11:00:00+00:00,57449.78125,985.2794929137602,-2.5476196164615885,0.0171502740563309,0.0,985.2794929137602,hold,,
2021-02-21 11:30:00+00:00,57371.3125,983.9337323464026,-1.3457605673576154,0.0171502740563309,0.0,983.9337323464026,hold,,
2021-02-21 12:00:00+00:00,57392.81640625,984.3025302318717,0.36879788546912096,0.0171502740563309,0.0,984.3025302318717,hold,,
2021-02-21 13:30:00+00:00,57234.98828125,981.5957346343249,-2.7067955975468294,0.0171502740563309,0.0,981.5957346343249,hold,,
2021-02-21 14:00:00+00:00,57328.53125,983.2000221844302,1.604287550105255,0.0171502740563309,0.0,983.2000221844302,hold,,
2021-02-21 14:30:00+00:00,57404.328125,984.4999593632937,1.2999371788635017,0.0171502740563309,0.0,984.4999593632937,hold,,
2021-02-21 15:00:00+00:00,57413.7421875,984.6614131151521,0.16145375185840294,0.0171502740563309,0.0,984.6614131151521,hold,,
2021-02-21 15:30:00+00:00,57367.81640625,983.8737733804635,-0.7876397346885824,0.0171502740563309,0.0,983.8737733804635,hold,,
