Datetime,Open,High,Low,Close,Adj Close,Volume,rsi,mom,adx,macd,macd sig,cci
2021-01-22 16:30:00+00:00,137.7062225341797,138.05616760253906,136.39447021484375,136.6347198486328,136.6347198486328,20280576.0,72.30693365441532,2.4455413818359375,39.51150686052523,2.4010956182044083,2.253510295398494,101.17157762613198
2021-01-22 17:00:00+00:00,136.63302612304688,137.31808471679688,136.44615173339844,136.90174865722656,136.90174865722656,17586560.0,73.11932211354278,2.3386688232421875,39.85453642801832,2.337025153152098,2.2702132669492148,81.9976858129402
2021-01-22 17:30:00+00:00,136.91094970703125,137.99755859375,136.91094970703125,137.87701416015625,137.87701416015625,16457088.0,75.90004871570959,3.7945404052734375,40.5084836800282,2.337993687568172,2.283769351073006,100.67972208141181
2021-01-22 18:00:00+00:00,137.89036560058594,138.1351318359375,137.2947235107422,137.5228729248047,137.5228729248047,22660864.0,72.94900419560098,2.729522705078125,41.181480403600865,2.283858125244251,2.283787105907255,88.83744275580877
2021-01-22 18:30:00+00:00,137.5280303955078,137.94879150390625,137.3751983642578,137.90391540527344,137.90391540527344,23387904.0,74.11517077734831,3.0854339599609375,41.80640593263263,2.245813901064963,2.276192464938797,83.00785836361682
2021-01-22 19:00:00+00:00,137.90386962890625,138.7781982421875,137.68502807617188,138.66114807128906,138.66114807128906,84540672.0,76.30160721559956,3.0743865966796875,42.787578911455334,2.250819876548917,2.2711179472608207,105.6089435748648
2021-01-22 19:30:00+00:00,138.68211364746094,139.33790588378906,138.68211364746094,138.98667907714844,138.98667907714844,19705344.0,77.19347084184857,3.2144927978515625,43.937864778318655,2.2550598535174515,2.267906328512147,134.18147580821244
2021-01-22 20:00:00+00:00,138.9695281982422,139.29705810546875,138.50042724609375,139.29705810546875,139.29705810546875,74258944.0,78.04198168039724,2.37957763671875,44.71480029171847,2.2574426656121602,2.2658135959321495,127.9302885555266
2021-01-22 20:30:00+00:00,139.2928009033203,140.04254150390625,138.31777954101562,138.49566650390625,138.49566650390625,79845504.0,70.72536205055624,0.4850921630859375,45.76488497188541,2.1696550240732506,2.2465818815603695,111.88519579322754
2021-01-22 21:00:00+00:00,138.49188232421875,138.77830505371094,138.06124877929688,138.5248565673828,138.5248565673828,180471168.0,70.83262616537594,0.826751708984375,46.325903582971755,2.0784786715315136,2.2129612395545983,65.93143670136766
2021-01-22 21:30:00+00:00,138.511962890625,138.91526794433594,137.9385223388672,138.31893920898438,138.31893920898438,20340992.0,68.91433256873934,1.6842193603515625,46.914696618155276,1.9669313847216756,2.1637552685880137,47.893515431008446
2021-01-22 22:00:00+00:00,138.30209350585938,138.30209350585938,137.10704040527344,137.46194458007812,137.46194458007812,14404608.0,61.454865041904775,0.5601959228515625,46.157731241625974,1.7887573704169313,2.088755688953797,-36.257434462677665
2021-01-22 22:30:00+00:00,137.47286987304688,137.47286987304688,135.06893920898438,135.0851593017578,135.0851593017578,262929408.0,46.44089914747587,-2.7918548583984375,43.14102097367272,1.439176540763242,1.958839859315686,-179.13032550121983
2021-01-22 23:00:00+00:00,135.09373474121094,136.02821350097656,135.09373474121094,135.85061645507812,135.85061645507812,261067136.0,50.6246424471619,-1.6722564697265625,40.33979001057326,1.2099496631995805,1.8090618200924649,-166.61858353328856
2021-01-22 23:30:00+00:00,135.8483123779297,136.14854431152344,135.060546875,135.69715881347656,135.69715881347656,42353280.0,49.78502244432874,-2.206756591796875,37.84852337578314,1.0043257203287794,1.6481146001397278,-142.87563715264903
2021-01-23 00:00:00+00:00,135.66683959960938,135.7206573486328,133.8992919921875,134.3564910888672,134.3564910888672,18682240.0,43.06510903539204,-4.304656982421875,35.829574899763415,0.7248311805571461,1.4634579162232115,-162.80671627053462
2021-01-23 00:30:00+00:00,134.35671997070312,135.42906188964844,134.2553253173828,135.342041015625,135.342041015625,22540032.0,48.56170361501902,-3.6446380615234375,33.954837029173675,0.5762131600152145,1.2860089649816122,-110.73242293785279
2021-01-23 01:00:00+00:00,135.33958435058594,135.34263610839844,134.09542846679688,135.34263610839844,135.34263610839844,20460416.0,48.56493259427566,-3.9544219970703125,32.357863793157854,0.45325547998265847,1.1194582679818215,-93.62008291210995
2021-01-23 01:30:00+00:00,135.3519744873047,137.3178253173828,135.3519744873047,136.87208557128906,136.87208557128906,211035904.0,56.17869206380624,-1.6235809326171875,31.04031016239998,0.47376317523065836,0.9903192494315889,-21.37861512326989
2021-01-23 02:00:00+00:00,136.868408203125,137.1284942626953,135.95794677734375,135.95899963378906,135.95899963378906,215843072.0,51.296767706215064,-2.56585693359375,29.81686750526767,0.41159268304343755,0.8745739361539586,-23.357962023600287
2021-01-23 02:30:00+00:00,135.96646118164062,136.52365112304688,135.4932861328125,135.9142303466797,135.9142303466797,25016448.0,51.06246655654466,-2.4047088623046875,28.203163132687987,0.354621753918849,0.7705834997069367,-33.90445521941577
2021-01-23 03:00:00+00:00,135.9095458984375,136.74668884277344,135.5131072998047,136.65382385253906,136.65382385253906,23449600.0,54.740312736079034,-0.8081207275390625,26.899894425818566,0.3649440491870166,0.6894556096029527,-8.968308520047557
2021-01-23 03:30:00+00:00,136.66058349609375,137.2607879638672,136.66058349609375,137.01287841796875,137.01287841796875,17755136.0,56.45142112336868,1.9277191162109375,26.12788596007633,0.39751494045205504,0.6310674757727732,48.30861351018701
2021-01-23 04:00:00+00:00,136.9937286376953,138.4517822265625,136.9937286376953,138.42779541015625,138.42779541015625,27924480.0,62.472457955322504,2.577178955078125,26.281727684131763,0.5313742313846035,0.6111288268951393,126.85169470688456
2021-01-23 04:30:00+00:00,138.42092895507812,138.4265899658203,137.3763427734375,137.888427734375,137.888427734375,24597120.0,59.117025450011305,2.1912689208984375,26.42458071361181,0.5871677161682101,0.6063366047497534,130.12952483022818
2021-01-23 05:00:00+00:00,137.8961639404297,137.8961639404297,137.37155151367188,137.4849090576172,137.4849090576172,24999808.0,56.664928335904406,3.12841796875,26.55102345006971,0.5919996663151892,0.6034692170628405,106.1274123519921
2021-01-23 05:30:00+00:00,137.48106384277344,138.9763946533203,137.48106384277344,138.87071228027344,138.87071228027344,316389632.0,62.42866728325597,3.5286712646484375,27.392812485162015,0.699587352524702,0.6226928441552129,137.76617128236873
